Year,Month,Day,Hour,309_WIND_1,317_WIND_1,303_WIND_1,122_WIND_1
2020,2,28,12,0.0064059339177343225,0.012555791932590831,0.012898465171192443,0.028462975940200887
2020,2,28,13,0.007866936390200046,0.052413131439536145,0.011619441164895711,0.017028731604765243
2020,2,28,14,0.00938413126545291,0.05628206732574146,0.014895710350255805,0.016152768044849334
2020,2,28,15,0.017588222072375814,0.04363241980561465,0.023091302636757183,0.01686521840691427
2020,2,28,16,0.010227017307260057,0.05486380511408668,0.04104683195592286,0.03369539827143191
2020,2,28,17,0.0070802427511800405,0.08994493805531223,0.05844155844155844,0.0399556178462976
2020,2,28,18,0.009046976848730051,0.04535310557710758,0.0421585989767808,0.044510628357860314
2020,2,28,19,0.006574511126095751,0.007873440954407042,0.02595434868162141,0.02296192478392899
2020,2,28,20,0.007698359181838615,0.006423893546906937,0.012396694214876033,0.00884139219808456
2020,2,28,21,0.0070802427511800405,0.0070287406665832395,0.006936245572609209,0.007194580705442654
2020,2,28,22,0.006686895931670038,0.006830601092896175,0.006503345139708776,0.012193412754029433
2020,2,28,23,0.007585974376264328,0.008467859675468235,0.00636560409287682,0.012590516234524642
2020,2,29,0,0.012811867835468645,0.014109623326242023,0.006532861078315625,0.020497547302032234
2020,2,29,1,0.008485052820858619,0.018531264339048097,0.0065623770169224716,0.03694230320018688
2020,2,29,2,0.009440323668240054,0.014026196137321154,0.006395120031483668,0.047395468348516705
2020,2,29,3,0.010564171723982916,0.012451507946439743,0.006660763478945297,0.058058864751226354
2020,2,29,4,0.008597437626432907,0.008707712843615734,0.006582054309327037,0.04838822704975473
2020,2,29,5,0.008878399640368621,0.0067784590998206315,0.006385281385281386,0.0295374912403644
2020,2,29,6,0.0070802427511800405,0.007060025862428565,0.009336875245966155,0.019212800747488906
2020,2,29,7,0.007305012362328612,0.009656697117590622,0.006611570247933885,0.018593786498481663
2020,2,29,8,0.006349741514947179,0.0945125766487298,0.00912042502951594,0.023954683485167015
2020,2,29,9,0.009496516071027196,0.0742606265381888,0.015791027154663517,0.008280775519738378
2020,2,29,10,0.017419644864014386,0.05085930004588495,0.01826052735143644,0.006715720626021958
2020,2,29,11,0.011350865363002921,0.051276435990489304,0.02692837465564738,0.006832515767344079
2020,2,29,12,0.007192627556754326,0.012336795561673547,0.025255804801259347,0.00634197617379117
