sim_id,Dispatch,Dispatch DA,Revenue DA,Revenue RT,Total Revenue
324,416912.5116139992,312364.17136600014,10599142.763880538,84264140.25940777,94863283.02328849
325,760009.1480669985,339503.7819499999,5591602.941851425,52724643.38051179,58316246.32236327
326,405968.85683099984,299948.42717299954,9956868.432123758,88275516.07576557,98232384.50788894
327,754259.9488219972,311559.1456190005,5292890.176568123,74761801.08961697,80054691.26618528
328,338449.9877749994,246431.4474389999,7163117.987430734,77411996.78352372,84575114.7709543
329,657734.3945159991,403404.55484000023,6719289.901897922,-27857683.69000805,-21138393.788110174
330,361456.4302839996,276729.6792460002,9106265.354480112,28351232.053556062,37457497.40803624
331,679950.8790849985,370275.73429399997,6373747.961589957,27319430.17110346,33693178.13269347
332,376663.78829500003,292768.6178470005,9828775.319239397,56574545.7221888,66403321.04142826
333,675457.843085998,314981.1327849998,4912098.145567642,24179909.504553452,29092007.65012108
334,380238.0817289994,297099.64599500044,9896147.927029796,50629121.553670935,60525269.480700836
335,666822.2417649988,276055.3788950001,4298485.851165161,48396915.23983677,52695401.091002025
336,331330.3226489997,233142.81925899963,6896415.537953184,36265191.40105093,43161606.93900417
337,593568.8003309977,371469.64659599966,5927710.607749687,-65866915.909114756,-59939205.301365085
338,348301.58576299914,277483.53960099973,9104379.611207798,1597391.4524073806,10701771.063615127
339,599933.0638139981,324051.1603899994,5228502.67023848,-37952394.155630484,-32723891.48539196
340,368520.05219599983,297718.96604799945,10271500.63258512,37326275.29197139,47597775.924556494
341,577629.2884989991,262464.55491399963,4002531.1312610083,7671686.266170392,11674217.397431372
342,362781.6961549996,290201.8005209996,9985202.626960054,26251859.060280338,36237061.6872403
343,575676.2807209976,228772.31854100002,3599943.7905875547,33117515.35816517,36717459.14875269
344,327686.3207449995,218744.869313,6423092.005281897,-16303821.054433359,-9880729.049151465
345,533188.7947599982,334061.35263499955,5078033.830034706,-104027993.47531171,-98949959.64527702
346,343080.05300999834,269855.82326999976,9111024.074559703,-36085139.6615958,-26974115.58703616
347,528773.6631689987,278229.6641239999,4138232.348508769,-63304615.15546354,-59166382.80695484
348,342136.1244229996,257285.92654199954,8838065.307448534,-20937698.097453974,-12099632.790005451
349,504254.1147069992,222588.07992099982,3438410.0350773996,-9453200.251402028,-6014790.216324618
350,359561.6577799994,263574.16418599983,9218782.70800665,-29441442.63764057,-20222659.929633852
351,510241.72477299976,206272.3173770001,3291368.1221545725,23775687.200175494,27067055.322330054
352,334232.3997589992,201341.96234500015,5846400.583590374,-21299265.158202432,-15452864.57461206
353,553168.4294089988,309951.73090800014,4681066.396674557,-134852451.30262548,-130171384.90595075
354,362323.94759699993,241408.23719799993,7818263.277577329,-44178611.97435632,-36360348.69677901
355,550364.331382999,259257.00869499985,3688197.2809891035,-110247186.34591006,-106558989.0649209
356,364909.7724019992,282050.208008,9683684.063260758,-89808595.87121148,-80124911.80795093
357,511161.98219999915,194166.84407899986,2626690.8404075927,-53990775.140491694,-51364084.30008415
358,375758.41802699916,246757.48358800006,8763186.36015984,-72062372.21173102,-63299185.85157131
359,489822.1021279993,174091.1697529999,2686152.5043588695,-2117244.3479364705,568908.1564223685
360,397560.5168960016,284149.26260100014,8442999.42447583,94773108.71836463,103216108.14284061
361,796190.4621899977,473128.77742399997,7789623.343944555,22137937.699308947,29927561.0432535
362,423243.1079900015,318135.4217130007,10016864.684857668,92069902.5474697,102086767.23232721
363,822940.6267849985,446152.86104800104,7425305.897538015,48942530.45186534,56367836.34940316
364,439879.7088550011,334461.96993400017,11327964.507522495,97474311.61906837,108802276.12659052
365,841648.6436289985,375462.8349219995,6028204.283291242,43661578.7965387,49689783.07982998
366,433848.6276970005,319506.2445490004,9639952.742262099,91460274.68234798,101100227.42461018
367,840270.4804800026,349955.09440400003,5462722.002328656,80170470.66202132,85633192.66435003
368,377538.46253400145,277814.1804120001,8454124.55684982,77710331.48969682,86164456.04654647
369,724381.5649909981,440442.5483279998,7138447.604184006,-48363107.427825294,-41224659.82364134
370,397275.1764270014,309293.6549190001,10193291.098395007,17878993.500472113,28072284.59886714
371,745616.767393999,411918.945415,6101550.189453742,-2051267.4395219851,4050282.749931706
372,409670.436929001,309331.86841799977,10555684.226613771,53725581.42491524,64281265.651528955
373,743053.7337889983,339509.1819020002,5216699.457940869,11168507.590331832,16385207.048272636
374,418668.13903100125,308316.2817819997,10025165.249985095,69130875.8254602,79156041.07544535
375,735086.6896539995,308203.2962959999,4789535.230803566,35298430.20135641,40087965.432160065
376,350159.79290700075,245348.13705300013,7287727.2461646665,27877558.90172827,35165286.14789297
377,653477.6662969983,411515.32009200024,6317549.306619378,-119239753.81277348,-112922204.50615412
378,385267.8551750009,290190.954428,9190276.061995663,-11429660.34510945,-2239384.2831137762
379,667572.8008229991,352909.24134999985,4937030.464703861,-31098106.851761673,-26161076.38705777
380,392237.18208800175,308455.3680449999,9664219.28030153,-17014890.822227005,-7350671.541925425
381,645005.991429997,298953.218877,4427350.321745321,7804975.827165,12232326.148910347
382,399039.95239700057,312636.9930990005,10126395.68001616,12376833.006319655,22503228.686335888
383,629748.2312509975,247971.85774999988,3557343.6248728316,39334972.98049788,42892316.605370745
384,365185.9998860021,240163.47162500015,6962613.899455707,-40412388.934201,-33449775.03474543
385,606601.6161909992,374679.04304400034,5811557.646545351,-155371494.47797742,-149559936.83143213
386,376471.22734400176,279186.8878739999,9087540.683720721,-61849957.080620654,-52762416.396899976
387,607883.3690739999,319888.35752799956,4630936.224592978,-78522718.20084947,-73891781.97625642
388,384609.16993300087,280398.5615300001,9598056.970378494,-31447479.90476115,-21849422.934382692
389,572549.0153329986,257906.88561899975,3694053.0250696237,-29830104.226249438,-26136051.20117981
390,383229.3699720015,287537.4106280003,10046975.160528855,-38598375.38051383,-28551400.219984856
391,550080.0607269993,220309.84752299977,3297058.780535925,30874788.45579405,34171847.236330114
392,365266.39995600155,221724.35684299996,6538541.581651723,-33222364.295928475,-26683822.714276794
393,600122.2704990003,327164.3833369998,4176047.007903919,-128858347.44760177,-124682300.43969788
394,385004.386765001,255753.772302,7889174.266763487,-56921683.763817064,-49032509.49705358
395,604669.4855659984,287470.838706,3525453.2530926275,-143850369.20955926,-140324915.9564664
396,393770.9121590014,257157.25794600014,9055590.969932895,-63821970.33487266,-54766379.364939615
397,572327.6348620005,220372.6402910001,2948835.663232904,-18937155.00110054,-15988319.337867633
398,417683.15733300126,279514.82561,9797191.420286933,-41760105.79676035,-31962914.376473323
399,551051.052404999,190069.27410100005,2512902.542039887,12807960.340287274,15320862.882327138
base,331905.7436200001,345915.78490099957,6664211.336797585,-156130014.3592384,-149465803.02244055
